,Classifier,Common Features,Dataset,Feature selector,Fleiss Kappa
0,LGBMClassifier(boosting_type='gbdt'; class_weight=None; colsample_bytree=1.0;         learning_rate=0.1; max_depth=-1; min_child_samples=20;         min_child_weight=0.001; min_split_gain=0.0; n_estimators=100;         n_jobs=-1; num_leaves=31; objective=None; random_state=23;         reg_alpha=0.0; reg_lambda=0.0; silent=True; subsample=1.0;         subsample_for_bin=200000; subsample_freq=1; verbose=-1),['skeleton_diameter' 'skeleton_avg_degree' 'local_mean' 'local_cut_by_mainchain_volume' 'local_near_cut_count_C' 'local_near_cut_count_O' 'local_near_cut_count_N' 'part_00_density_segments_count' 'part_00_max_over_std' 'part_00_shape_O5_norm' 'part_00_shape_FL_norm' 'part_00_shape_I3' 'part_00_shape_I5_norm' 'part_00_shape_CI' 'part_00_shape_E3_E1' 'part_00_shape_E2_E1' 'part_00_shape_E3_E2' 'part_00_shape_sqrt_E1' 'part_00_shape_sqrt_E2' 'part_00_shape_sqrt_E3' 'part_00_density_O5' 'part_00_density_O5_norm' 'part_00_density_FL_norm' 'part_00_density_I3_norm' 'part_00_density_I5_norm' 'part_00_density_CI' 'part_00_density_E3_E1' 'part_00_density_E2_E1' 'part_00_density_E3_E2' 'part_00_density_sqrt_E1' 'part_00_density_sqrt_E2' 'part_00_density_sqrt_E3' 'part_00_shape_Z_7_0' 'part_00_shape_Z_7_1' 'part_00_shape_Z_6_0' 'part_00_shape_Z_5_0' 'part_00_shape_Z_5_1' 'part_00_shape_Z_1_0' 'part_00_shape_Z_4_1' 'part_00_shape_Z_4_0' 'part_00_density_Z_7_0' 'part_00_density_Z_7_1' 'part_00_density_Z_3_0' 'part_00_density_Z_6_1' 'part_00_density_Z_6_0' 'part_00_density_Z_2_0' 'part_00_density_Z_5_0' 'part_00_density_Z_4_0' 'part_01_density_segments_count' 'part_01_shape_O5_norm' 'part_01_density_O3_norm' 'part_01_density_FL_norm' 'part_01_density_E3_E1' 'part_01_density_sqrt_E1' 'part_01_density_sqrt_E2' 'part_01_density_sqrt_E3' 'part_01_shape_Z_7_0' 'part_01_shape_Z_6_0' 'part_02_density_segments_count' 'part_02_max_over_std' 'part_02_skewness' 'part_02_shape_O5_norm' 'part_02_shape_E3_E2' 'part_02_density_O3_norm' 'part_02_density_O5_norm' 'part_02_density_I5_norm' 'part_02_density_CI' 'part_02_density_E3_E1' 'part_02_density_E2_E1' 'part_02_density_E3_E2' 'part_02_density_sqrt_E1' 'part_02_density_sqrt_E2' 'part_02_shape_Z_7_1' 'part_02_shape_Z_6_0' 'part_02_density_Z_3_1' 'part_02_density_Z_6_0' 'part_02_density_Z_5_0' 'resolution' 'FoFc_mean' 'FoFc_square_std' 'FoFc_min' 'FoFc_max' 'delta_electrons_1' 'delta_std_1' 'delta_skewness_1' 'delta_volume_1' 'delta_density_sqrt_E1_1' 'delta_density_sqrt_E2_1' 'delta_density_sqrt_E3_1' 'delta_electrons_2' 'delta_std_2' 'delta_skewness_2' 'delta_volume_2' 'delta_density_sqrt_E1_2' 'delta_density_sqrt_E2_2' 'delta_density_sqrt_E3_2' 'skewness_over_volume_00' 'density_segments_count_over_volume_00' 'density_segments_count_over_volume_01' 'skewness_over_volume_02' 'density_segments_count_over_volume_02' 'volume_over_resolution_00' 'electrons_over_resolution_00' 'percent_cut'],pdb_blobs_X.csv.gz,3-SRFE,0.384518209699
0,LGBMClassifier(boosting_type='gbdt'; class_weight=None; colsample_bytree=1.0;         learning_rate=0.1; max_depth=-1; min_child_samples=20;         min_child_weight=0.001; min_split_gain=0.0; n_estimators=100;         n_jobs=-1; num_leaves=31; objective=None; random_state=23;         reg_alpha=0.0; reg_lambda=0.0; silent=True; subsample=1.0;         subsample_for_bin=200000; subsample_freq=1; verbose=-1),['skeleton_diameter' 'skeleton_avg_degree' 'skeleton_closeness_020_030' 'skeleton_closeness_040_050' 'skeleton_density' 'skeleton_closeness_030_040' 'skeleton_deg_1' 'skeleton_deg_3' 'local_electrons' 'local_mean' 'local_skewness' 'local_cut_by_mainchain_volume' 'local_near_cut_count_C' 'local_near_cut_count_S' 'local_near_cut_count_O' 'local_near_cut_count_N' 'part_00_std' 'part_00_shape_O3' 'part_00_shape_O4' 'part_00_shape_FL' 'part_00_shape_O3_norm' 'part_00_shape_O4_norm' 'part_00_shape_O5_norm' 'part_00_shape_FL_norm' 'part_00_shape_I2' 'part_00_shape_I3' 'part_00_shape_I5' 'part_00_shape_I2_norm' 'part_00_shape_I3_norm' 'part_00_shape_I4_norm' 'part_00_shape_I5_norm' 'part_00_shape_CI' 'part_00_shape_E3_E1' 'part_00_shape_E2_E1' 'part_00_shape_E3_E2' 'part_00_shape_sqrt_E1' 'part_00_shape_sqrt_E2' 'part_00_shape_sqrt_E3' 'part_00_density_O3' 'part_00_density_O4' 'part_00_density_O5' 'part_00_density_O3_norm' 'part_00_density_O4_norm' 'part_00_density_O5_norm' 'part_00_density_FL_norm' 'part_00_density_I1' 'part_00_density_I2' 'part_00_density_I3' 'part_00_density_I5' 'part_00_density_I2_norm' 'part_00_density_I3_norm' 'part_00_density_I4_norm' 'part_00_density_I5_norm' 'part_00_density_I6_norm' 'part_00_density_CI' 'part_00_density_E3_E1' 'part_00_density_E2_E1' 'part_00_density_E3_E2' 'part_00_density_sqrt_E1' 'part_00_density_sqrt_E2' 'part_00_density_sqrt_E3' 'part_00_shape_Z_7_3' 'part_00_shape_Z_7_0' 'part_00_shape_Z_7_1' 'part_00_shape_Z_3_0' 'part_00_shape_Z_6_1' 'part_00_shape_Z_3_1' 'part_00_shape_Z_6_0' 'part_00_shape_Z_2_1' 'part_00_shape_Z_2_0' 'part_00_shape_Z_6_2' 'part_00_shape_Z_5_0' 'part_00_shape_Z_5_1' 'part_00_shape_Z_1_0' 'part_00_shape_Z_4_1' 'part_00_shape_Z_7_2' 'part_00_shape_Z_4_0' 'part_00_density_Z_7_0' 'part_00_density_Z_7_1' 'part_00_density_Z_3_0' 'part_00_density_Z_6_1' 'part_00_density_Z_3_1' 'part_00_density_Z_6_0' 'part_00_density_Z_2_1' 'part_00_density_Z_2_0' 'part_00_density_Z_5_0' 'part_00_density_Z_5_1' 'part_00_density_Z_1_0' 'part_00_density_Z_4_1' 'part_00_density_Z_4_0' 'part_01_shape_O5_norm' 'part_01_shape_I5_norm' 'part_01_shape_CI' 'part_01_shape_E3_E1' 'part_01_shape_E2_E1' 'part_01_shape_E3_E2' 'part_01_shape_sqrt_E1' 'part_01_shape_sqrt_E2' 'part_01_shape_sqrt_E3' 'part_01_density_O3_norm' 'part_01_density_O5_norm' 'part_01_density_FL_norm' 'part_01_density_I5_norm' 'part_01_density_CI' 'part_01_density_E3_E1' 'part_01_density_E2_E1' 'part_01_density_E3_E2' 'part_01_density_sqrt_E1' 'part_01_density_sqrt_E2' 'part_01_density_sqrt_E3' 'part_01_shape_Z_7_0' 'part_01_shape_Z_7_1' 'part_01_shape_Z_3_1' 'part_01_shape_Z_6_0' 'part_01_shape_Z_2_0' 'part_01_shape_Z_5_0' 'part_01_shape_Z_5_1' 'part_01_shape_Z_1_0' 'part_01_shape_Z_4_0' 'part_01_density_Z_7_0' 'part_01_density_Z_7_1' 'part_01_density_Z_3_0' 'part_01_density_Z_6_1' 'part_01_density_Z_6_0' 'part_01_density_Z_5_0' 'part_01_density_Z_1_0' 'part_01_density_Z_4_0' 'part_02_std' 'part_02_max_over_std' 'part_02_skewness' 'part_02_shape_O4_norm' 'part_02_shape_O5_norm' 'part_02_shape_FL_norm' 'part_02_shape_I5_norm' 'part_02_shape_CI' 'part_02_shape_E3_E1' 'part_02_shape_E2_E1' 'part_02_shape_E3_E2' 'part_02_shape_sqrt_E1' 'part_02_shape_sqrt_E2' 'part_02_shape_sqrt_E3' 'part_02_density_O3_norm' 'part_02_density_O4_norm' 'part_02_density_O5_norm' 'part_02_density_FL_norm' 'part_02_density_I2_norm' 'part_02_density_I3_norm' 'part_02_density_I5_norm' 'part_02_density_CI' 'part_02_density_E3_E1' 'part_02_density_E2_E1' 'part_02_density_E3_E2' 'part_02_density_sqrt_E1' 'part_02_density_sqrt_E2' 'part_02_density_sqrt_E3' 'part_02_shape_Z_7_0' 'part_02_shape_Z_7_1' 'part_02_shape_Z_3_0' 'part_02_shape_Z_6_1' 'part_02_shape_Z_3_1' 'part_02_shape_Z_6_0' 'part_02_shape_Z_2_1' 'part_02_shape_Z_5_0' 'part_02_shape_Z_5_1' 'part_02_shape_Z_4_1' 'part_02_shape_Z_4_0' 'part_02_density_Z_7_0' 'part_02_density_Z_7_1' 'part_02_density_Z_3_0' 'part_02_density_Z_6_1' 'part_02_density_Z_3_1' 'part_02_density_Z_6_0' 'part_02_density_Z_2_0' 'part_02_density_Z_5_0' 'part_02_density_Z_5_1' 'part_02_density_Z_1_0' 'part_02_density_Z_7_2' 'part_02_density_Z_4_0' 'resolution' 'FoFc_mean' 'FoFc_min' 'FoFc_max' 'delta_electrons_1' 'delta_std_1' 'delta_skewness_1' 'delta_mean_1' 'delta_volume_1' 'delta_density_sqrt_E1_1' 'delta_density_sqrt_E2_1' 'delta_density_sqrt_E3_1' 'delta_electrons_2' 'delta_std_2' 'delta_skewness_2' 'delta_mean_2' 'delta_volume_2' 'delta_density_sqrt_E1_2' 'delta_density_sqrt_E2_2' 'delta_density_sqrt_E3_2' 'std_over_volume_00' 'skewness_over_volume_00' 'skewness_over_volume_01' 'std_over_volume_02' 'skewness_over_volume_02' 'volume_over_resolution_00' 'electrons_over_resolution_00' 'std_over_resolution_00' 'skewness_over_resolution_00' 'volume_over_resolution_01' 'volume_over_resolution_02' 'electrons_over_resolution_02' 'percent_cut'],pdb_blobs_X.csv.gz,FRFE,0.306153082935
0,LGBMClassifier(boosting_type='gbdt'; class_weight=None; colsample_bytree=1.0;         learning_rate=0.1; max_depth=-1; min_child_samples=20;         min_child_weight=0.001; min_split_gain=0.0; n_estimators=100;         n_jobs=-1; num_leaves=31; objective=None; random_state=23;         reg_alpha=0.0; reg_lambda=0.0; silent=True; subsample=1.0;         subsample_for_bin=200000; subsample_freq=1; verbose=-1),['skeleton_diameter' 'skeleton_avg_degree' 'skeleton_closeness_020_030' 'skeleton_density' 'skeleton_closeness_030_040' 'skeleton_deg_1' 'skeleton_deg_3' 'local_electrons' 'local_mean' 'local_max_over_std' 'local_skewness' 'local_cut_by_mainchain_volume' 'local_near_cut_count_C' 'local_near_cut_count_S' 'local_near_cut_count_O' 'local_near_cut_count_N' 'part_00_shape_segments_count' 'part_00_volume' 'part_00_electrons' 'part_00_mean' 'part_00_std' 'part_00_shape_O3' 'part_00_shape_O5' 'part_00_shape_FL' 'part_00_shape_O3_norm' 'part_00_shape_O4_norm' 'part_00_shape_O5_norm' 'part_00_shape_FL_norm' 'part_00_shape_I2' 'part_00_shape_I3' 'part_00_shape_I5' 'part_00_shape_I2_norm' 'part_00_shape_I3_norm' 'part_00_shape_I5_norm' 'part_00_shape_CI' 'part_00_shape_E3_E1' 'part_00_shape_E2_E1' 'part_00_shape_E3_E2' 'part_00_shape_sqrt_E1' 'part_00_shape_sqrt_E2' 'part_00_shape_sqrt_E3' 'part_00_density_O5' 'part_00_density_O3_norm' 'part_00_density_O5_norm' 'part_00_density_FL_norm' 'part_00_density_I2' 'part_00_density_I3' 'part_00_density_I5' 'part_00_density_I3_norm' 'part_00_density_I4_norm' 'part_00_density_I5_norm' 'part_00_density_I6_norm' 'part_00_density_CI' 'part_00_density_E3_E1' 'part_00_density_E2_E1' 'part_00_density_E3_E2' 'part_00_density_sqrt_E1' 'part_00_density_sqrt_E2' 'part_00_density_sqrt_E3' 'part_00_shape_Z_7_0' 'part_00_shape_Z_7_1' 'part_00_shape_Z_3_0' 'part_00_shape_Z_6_1' 'part_00_shape_Z_3_1' 'part_00_shape_Z_6_0' 'part_00_shape_Z_2_0' 'part_00_shape_Z_5_0' 'part_00_shape_Z_5_1' 'part_00_shape_Z_1_0' 'part_00_shape_Z_4_1' 'part_00_shape_Z_4_0' 'part_00_density_Z_7_0' 'part_00_density_Z_7_1' 'part_00_density_Z_3_0' 'part_00_density_Z_6_1' 'part_00_density_Z_6_0' 'part_00_density_Z_2_1' 'part_00_density_Z_2_0' 'part_00_density_Z_6_2' 'part_00_density_Z_5_0' 'part_00_density_Z_5_1' 'part_00_density_Z_1_0' 'part_00_density_Z_4_1' 'part_00_density_Z_4_0' 'part_01_shape_segments_count' 'part_01_volume' 'part_01_shape_O5_norm' 'part_01_shape_I5_norm' 'part_01_shape_CI' 'part_01_shape_E3_E1' 'part_01_shape_E2_E1' 'part_01_shape_E3_E2' 'part_01_shape_sqrt_E1' 'part_01_shape_sqrt_E2' 'part_01_shape_sqrt_E3' 'part_01_density_O3_norm' 'part_01_density_O4_norm' 'part_01_density_O5_norm' 'part_01_density_FL_norm' 'part_01_density_I3_norm' 'part_01_density_I5_norm' 'part_01_density_CI' 'part_01_density_E3_E1' 'part_01_density_E2_E1' 'part_01_density_E3_E2' 'part_01_density_sqrt_E1' 'part_01_density_sqrt_E2' 'part_01_density_sqrt_E3' 'part_01_shape_Z_7_0' 'part_01_shape_Z_7_1' 'part_01_shape_Z_6_1' 'part_01_shape_Z_6_0' 'part_01_shape_Z_5_0' 'part_01_shape_Z_1_0' 'part_01_shape_Z_4_0' 'part_01_density_Z_7_0' 'part_01_density_Z_7_1' 'part_01_density_Z_3_0' 'part_01_density_Z_6_1' 'part_01_density_Z_6_0' 'part_01_density_Z_5_0' 'part_01_density_Z_4_0' 'part_02_shape_segments_count' 'part_02_volume' 'part_02_electrons' 'part_02_std' 'part_02_max_over_std' 'part_02_skewness' 'part_02_shape_O5_norm' 'part_02_shape_I5_norm' 'part_02_shape_CI' 'part_02_shape_E3_E1' 'part_02_shape_E2_E1' 'part_02_shape_E3_E2' 'part_02_shape_sqrt_E1' 'part_02_shape_sqrt_E2' 'part_02_shape_sqrt_E3' 'part_02_density_O3_norm' 'part_02_density_O4_norm' 'part_02_density_O5_norm' 'part_02_density_FL_norm' 'part_02_density_I2_norm' 'part_02_density_I5_norm' 'part_02_density_CI' 'part_02_density_E3_E1' 'part_02_density_E2_E1' 'part_02_density_E3_E2' 'part_02_density_sqrt_E1' 'part_02_density_sqrt_E2' 'part_02_density_sqrt_E3' 'part_02_shape_Z_7_0' 'part_02_shape_Z_7_1' 'part_02_shape_Z_3_0' 'part_02_shape_Z_3_1' 'part_02_shape_Z_6_0' 'part_02_shape_Z_2_1' 'part_02_shape_Z_5_0' 'part_02_shape_Z_4_0' 'part_02_density_Z_7_0' 'part_02_density_Z_7_1' 'part_02_density_Z_3_0' 'part_02_density_Z_3_1' 'part_02_density_Z_6_0' 'part_02_density_Z_2_0' 'part_02_density_Z_5_0' 'part_02_density_Z_5_1' 'part_02_density_Z_4_0' 'resolution' 'FoFc_mean' 'FoFc_std' 'FoFc_min' 'FoFc_max' 'delta_electrons_1' 'delta_std_1' 'delta_skewness_1' 'delta_mean_1' 'delta_volume_1' 'delta_shape_segments_count_1' 'delta_density_sqrt_E1_1' 'delta_density_sqrt_E2_1' 'delta_density_sqrt_E3_1' 'delta_electrons_2' 'delta_std_2' 'delta_skewness_2' 'delta_mean_2' 'delta_volume_2' 'delta_shape_segments_count_2' 'delta_density_sqrt_E1_2' 'delta_density_sqrt_E2_2' 'delta_density_sqrt_E3_2' 'std_over_volume_00' 'skewness_over_volume_00' 'shape_segments_count_over_volume_00' 'skewness_over_volume_01' 'shape_segments_count_over_volume_01' 'std_over_volume_02' 'skewness_over_volume_02' 'shape_segments_count_over_volume_02' 'volume_over_resolution_00' 'electrons_over_resolution_00' 'volume_over_resolution_01' 'volume_over_resolution_02' 'electrons_over_resolution_02' 'skewness_over_resolution_02' 'percent_cut'],pdb_blobs_X.csv.gz,RFE-log-3,0.519375982737
0,LGBMClassifier(boosting_type='gbdt'; class_weight=None; colsample_bytree=1.0;         learning_rate=0.1; max_depth=-1; min_child_samples=20;         min_child_weight=0.001; min_split_gain=0.0; n_estimators=100;         n_jobs=-1; num_leaves=31; objective=None; random_state=23;         reg_alpha=0.0; reg_lambda=0.0; silent=True; subsample=1.0;         subsample_for_bin=200000; subsample_freq=1; verbose=-1),['skeleton_diameter' 'skeleton_avg_degree' 'local_mean' 'local_max_over_std' 'local_cut_by_mainchain_volume' 'local_near_cut_count_C' 'local_near_cut_count_O' 'local_near_cut_count_N' 'part_00_shape_segments_count' 'part_00_volume' 'part_00_shape_O3_norm' 'part_00_shape_O5_norm' 'part_00_shape_FL_norm' 'part_00_shape_I3' 'part_00_shape_I5' 'part_00_shape_I5_norm' 'part_00_shape_CI' 'part_00_shape_E3_E1' 'part_00_shape_E2_E1' 'part_00_shape_E3_E2' 'part_00_shape_sqrt_E1' 'part_00_shape_sqrt_E2' 'part_00_shape_sqrt_E3' 'part_00_density_O5_norm' 'part_00_density_FL_norm' 'part_00_density_I3_norm' 'part_00_density_I5_norm' 'part_00_density_CI' 'part_00_density_E3_E1' 'part_00_density_E2_E1' 'part_00_density_E3_E2' 'part_00_density_sqrt_E1' 'part_00_density_sqrt_E2' 'part_00_density_sqrt_E3' 'part_00_shape_Z_7_0' 'part_00_shape_Z_7_1' 'part_00_shape_Z_6_1' 'part_00_shape_Z_6_0' 'part_00_shape_Z_5_0' 'part_00_shape_Z_5_1' 'part_00_shape_Z_4_1' 'part_00_shape_Z_4_0' 'part_00_density_Z_7_0' 'part_00_density_Z_7_1' 'part_00_density_Z_3_0' 'part_00_density_Z_6_1' 'part_00_density_Z_6_0' 'part_00_density_Z_2_0' 'part_00_density_Z_5_0' 'part_00_density_Z_5_1' 'part_00_density_Z_4_0' 'part_01_shape_segments_count' 'part_01_shape_CI' 'part_01_density_O3_norm' 'part_01_density_E3_E1' 'part_01_density_sqrt_E1' 'part_01_density_sqrt_E2' 'part_01_shape_Z_7_0' 'part_01_shape_Z_6_0' 'part_02_shape_segments_count' 'part_02_electrons' 'part_02_max_over_std' 'part_02_skewness' 'part_02_shape_O5_norm' 'part_02_shape_sqrt_E2' 'part_02_shape_sqrt_E3' 'part_02_density_I5_norm' 'part_02_density_CI' 'part_02_density_E3_E1' 'part_02_density_E2_E1' 'part_02_density_E3_E2' 'part_02_density_sqrt_E1' 'part_02_density_sqrt_E2' 'part_02_shape_Z_7_1' 'part_02_shape_Z_6_0' 'part_02_shape_Z_4_0' 'part_02_density_Z_6_0' 'part_02_density_Z_5_0' 'resolution' 'FoFc_mean' 'FoFc_std' 'FoFc_min' 'FoFc_max' 'delta_electrons_1' 'delta_std_1' 'delta_skewness_1' 'delta_volume_1' 'delta_density_sqrt_E1_1' 'delta_density_sqrt_E2_1' 'delta_density_sqrt_E3_1' 'delta_electrons_2' 'delta_std_2' 'delta_skewness_2' 'delta_volume_2' 'delta_density_sqrt_E1_2' 'delta_density_sqrt_E2_2' 'delta_density_sqrt_E3_2' 'shape_segments_count_over_volume_00' 'shape_segments_count_over_volume_01' 'skewness_over_volume_02' 'shape_segments_count_over_volume_02' 'volume_over_resolution_00' 'electrons_over_resolution_00' 'std_over_resolution_00' 'percent_cut'],pdb_blobs_X.csv.gz,RFE-log,0.501068466586
0,LGBMClassifier(boosting_type='gbdt'; class_weight=None; colsample_bytree=1.0;         learning_rate=0.1; max_depth=-1; min_child_samples=20;         min_child_weight=0.001; min_split_gain=0.0; n_estimators=100;         n_jobs=-1; num_leaves=31; objective=None; random_state=23;         reg_alpha=0.0; reg_lambda=0.0; silent=True; subsample=1.0;         subsample_for_bin=200000; subsample_freq=1; verbose=-1),['skeleton_avg_degree' 'local_mean' 'local_cut_by_mainchain_volume' 'local_near_cut_count_C' 'local_near_cut_count_O' 'local_near_cut_count_N' 'part_00_shape_O5_norm' 'part_00_shape_FL_norm' 'part_00_shape_I3' 'part_00_shape_CI' 'part_00_shape_E3_E1' 'part_00_shape_E2_E1' 'part_00_shape_E3_E2' 'part_00_shape_sqrt_E1' 'part_00_shape_sqrt_E2' 'part_00_shape_sqrt_E3' 'part_00_density_O5_norm' 'part_00_density_FL_norm' 'part_00_density_I3_norm' 'part_00_density_CI' 'part_00_density_E3_E2' 'part_00_density_sqrt_E1' 'part_00_density_sqrt_E2' 'part_00_density_sqrt_E3' 'part_00_shape_Z_7_0' 'part_00_shape_Z_6_0' 'part_00_shape_Z_5_0' 'part_00_shape_Z_5_1' 'part_00_shape_Z_4_1' 'part_00_shape_Z_4_0' 'part_00_density_Z_7_0' 'part_00_density_Z_7_1' 'part_00_density_Z_3_0' 'part_00_density_Z_6_1' 'part_00_density_Z_6_0' 'part_00_density_Z_2_0' 'part_00_density_Z_5_0' 'part_01_density_O3_norm' 'part_01_density_E3_E1' 'part_01_density_sqrt_E1' 'part_01_density_sqrt_E2' 'part_01_density_sqrt_E3' 'part_01_shape_Z_7_0' 'part_01_shape_Z_6_0' 'part_02_max_over_std' 'part_02_skewness' 'part_02_shape_O5_norm' 'part_02_shape_CI' 'part_02_density_O3_norm' 'part_02_density_O5_norm' 'part_02_density_I5_norm' 'part_02_density_E3_E1' 'part_02_density_E2_E1' 'part_02_density_E3_E2' 'part_02_density_sqrt_E1' 'part_02_shape_Z_7_1' 'part_02_density_Z_6_0' 'part_02_density_Z_5_0' 'resolution' 'FoFc_mean' 'FoFc_min' 'FoFc_max' 'delta_electrons_1' 'delta_std_1' 'delta_skewness_1' 'delta_volume_1' 'delta_density_sqrt_E1_1' 'delta_density_sqrt_E2_1' 'delta_density_sqrt_E3_1' 'delta_electrons_2' 'delta_std_2' 'delta_skewness_2' 'delta_volume_2' 'delta_density_sqrt_E1_2' 'delta_density_sqrt_E3_2' 'volume_over_resolution_00' 'electrons_over_resolution_00' 'percent_cut'],pdb_blobs_X.csv.gz,5-SRFE,0.147909552155
0,LGBMClassifier(boosting_type='gbdt'; class_weight=None; colsample_bytree=1.0;         learning_rate=0.1; max_depth=-1; min_child_samples=20;         min_child_weight=0.001; min_split_gain=0.0; n_estimators=100;         n_jobs=-1; num_leaves=31; objective=None; random_state=23;         reg_alpha=0.0; reg_lambda=0.0; silent=True; subsample=1.0;         subsample_for_bin=200000; subsample_freq=1; verbose=-1),['skeleton_diameter' 'skeleton_avg_degree' 'local_mean' 'local_skewness' 'local_cut_by_mainchain_volume' 'local_near_cut_count_C' 'local_near_cut_count_O' 'local_near_cut_count_N' 'part_00_density_segments_count' 'part_00_shape_O3_norm' 'part_00_shape_O5_norm' 'part_00_shape_FL_norm' 'part_00_shape_I3' 'part_00_shape_CI' 'part_00_shape_E3_E1' 'part_00_shape_E2_E1' 'part_00_shape_E3_E2' 'part_00_shape_sqrt_E1' 'part_00_shape_sqrt_E2' 'part_00_shape_sqrt_E3' 'part_00_density_O5_norm' 'part_00_density_FL_norm' 'part_00_density_I3_norm' 'part_00_density_I5_norm' 'part_00_density_CI' 'part_00_density_E3_E1' 'part_00_density_E2_E1' 'part_00_density_E3_E2' 'part_00_density_sqrt_E1' 'part_00_density_sqrt_E2' 'part_00_density_sqrt_E3' 'part_00_shape_Z_7_0' 'part_00_shape_Z_7_1' 'part_00_shape_Z_6_1' 'part_00_shape_Z_6_0' 'part_00_shape_Z_5_0' 'part_00_shape_Z_5_1' 'part_00_shape_Z_1_0' 'part_00_shape_Z_4_0' 'part_00_density_Z_7_0' 'part_00_density_Z_7_1' 'part_00_density_Z_6_0' 'part_00_density_Z_2_0' 'part_00_density_Z_5_0' 'part_00_density_Z_4_1' 'part_00_density_Z_4_0' 'part_01_density_O3_norm' 'part_01_density_E2_E1' 'part_01_density_E3_E2' 'part_01_density_sqrt_E1' 'part_01_density_sqrt_E2' 'part_01_density_sqrt_E3' 'part_01_shape_Z_7_0' 'part_01_shape_Z_6_0' 'part_02_max_over_std' 'part_02_skewness' 'part_02_shape_O5_norm' 'part_02_shape_sqrt_E3' 'part_02_density_O3_norm' 'part_02_density_O5_norm' 'part_02_density_I5_norm' 'part_02_density_CI' 'part_02_density_E3_E1' 'part_02_density_E2_E1' 'part_02_density_E3_E2' 'part_02_density_sqrt_E1' 'part_02_density_sqrt_E2' 'part_02_shape_Z_6_0' 'part_02_density_Z_3_1' 'part_02_density_Z_6_0' 'part_02_density_Z_5_0' 'resolution' 'FoFc_mean' 'FoFc_min' 'FoFc_max' 'delta_electrons_1' 'delta_std_1' 'delta_skewness_1' 'delta_volume_1' 'delta_density_sqrt_E1_1' 'delta_density_sqrt_E2_1' 'delta_density_sqrt_E3_1' 'delta_electrons_2' 'delta_std_2' 'delta_skewness_2' 'delta_volume_2' 'delta_density_sqrt_E1_2' 'delta_density_sqrt_E2_2' 'delta_density_sqrt_E3_2' 'skewness_over_volume_02' 'density_segments_count_over_volume_02' 'volume_over_resolution_00' 'electrons_over_resolution_00' 'std_over_resolution_00' 'percent_cut'],pdb_blobs_X.csv.gz,10-SRFE,0.303569333514
